nombre,clasificac,ubicacion,barrio,comuna,area,perimeter
M. SANCHEZ DE THOMPSON,PLAZOLETA,"ALEM, LEANDRO N., AV. - CORDOBA, AV. - DE LAS CATALINAS, PJE.",RETIRO,1.0,2919.857,0.0
MAURICIO B. DE HIRSCH,PLAZOLETA,"WARNES, AV. - PADILLA - ALVAREZ, JULIAN",VILLA CRESPO,15.0,85.01700000000002,9996.0
ENRIQUE M. FRANCINI,PLAZOLETA,"LUGONES, LEOPOLDO, AV. - SARMIENTO, AV.",PALERMO,14.0,684.449,9960.0
CNEL. JUAN F. CZETZ,PLAZOLETA,"BALBIN, RICARDO, DR., AV. - FOREST, AV. - LARRALDE, CRISOLOGO, AV.",SAAVEDRA,12.0,598.24,10.0
DR. PEDRO ESCUDERO,PLAZOLETA,"PEREZ ROQUE - GARCIA DEL RIO, AV. - MELIAN - PAROISSIEN",SAAVEDRA,12.0,4969.114000000001,9600.0
ALFREDO LE PERA,PLAZOLETA,BESARES - CONDE - SUPERI - VILELA,SAAVEDRA,12.0,1570.8670000000004,0.0
PLAZA 1º DE MARZO DE 1948,PLAZA,"RUIZ HUIDOBRO, AV. - MILLER - VALDENEGRO - BALBIN, RICARDO, DR., AV.- PROPIEDAD PARTICULAR",SAAVEDRA,12.0,7782.794,9900.0
JULIO SOSA,PLAZOLETA,"BALBIN, RICARDO, DR., AV. - NUÑEZ - WASHINGTON",SAAVEDRA,12.0,176.046,9990.0
PLAZOLETA CURUZU-CUATIA,PLAZOLETA,"BALBIN, RICARDO, DR., AV. - CONDE - QUESADA",COGHLAN,12.0,94.368,9995.0
PLAZOLETA 8 DE MARZO - DIA INTERNACIONAL DE LA MUJER,PLAZOLETA,"IRIGOYEN - RUIZ DE LOS LLANOS - MAGARIÑOS CERVANTES, ALEJANDRO - JUSTO, JUAN B., AV.",VERSALLES,10.0,1267.783,9900.0
LUCIO V. MANSILLA - PASEO DE LAS ARTES LATINOAMERICANAS,CANTERO CENTRAL,"CARRIL, SALVADOR MARIA DEL, AV.  E/ DESAGUADERO Y LASTRA, AV.",VILLA DEVOTO,11.0,329.06699999999995,232.064
FRIDA KAHLO - PASEO DE LAS ARTES LATINOAMERICANAS,CANTERO CENTRAL,"CARRIL, SALVADOR MARIA DEL, AV.   E/ JUAREZ, BENITO Y ALLENDE",VILLA DEVOTO,11.0,338.846,244.113
EDUARDO MANSILLA - PASEO DE LAS ARTES LATINOAMERICANAS,CANTERO CENTRAL,"CARRIL, SALVADOR MARIA DEL, AV.  E/ PAZ, MARCOS Y JUAREZ, BENITO",VILLA DEVOTO,11.0,301.737,226.212
PLAZA DE LA BANDERA,PLAZA,"JUSTO, JUAN B., AV. - PROPIEDAD PARTICULAR - GAONA, AV. - BELEN",VELEZ SARSFIELD,10.0,2205.603,9990.0
REPUBLICA ARABE SIRIA,PLAZOLETA,"ASUNCION - GUALEGUAYCHU - GUTIERREZ, RICARDO",VILLA DEVOTO,11.0,176.799,10.0
PLAZOLETA LIBANO,PLAZOLETA,"ASUNCION - GUTIERREZ, RICARDO - FERNANDEZ DE ENCISO - GUALEGUAYCHU",VILLA DEVOTO,11.0,127.353,9990.0
FEDERICO G. LORCA,PLAZOLETA,"LINCOLN, AV. - GUALEGUAYCHU - CUBAS, JOSE",VILLA DEVOTO,11.0,292.99,10.0
MARIA RUANOVA - PASEO DEL BALLET ARGENTINO,CANTERO CENTRAL,"CHIVILCOY, AV.  E/ MOSCONI, GRAL., AV. Y LOPEZ, CARLOS A.",VILLA DEVOTO,11.0,539.558,9990.0
MONS. HERMENEGILDO FAZIO,PLAZOLETA,"MORAN, PEDRO - GONZALEZ, JOAQUIN V. - LINCOLN, AV.",VILLA DEVOTO,11.0,114.485,0.0
ANTONIO BERNI - PASEO DE LAS ARTES LATINOAMERICANAS,CANTERO CENTRAL,"CARRIL, SALVADOR MARIA DEL, AV. .  E/ SAN NICOLAS Y GONZALEZ, JOAQUIN V.",VILLA DEVOTO,11.0,709.935,257.132
NICOLAS GUILLEN - PASEO DE LAS ARTES LATINOAMERICANAS,CANTERO CENTRAL,"CARRIL, SALVADOR MARIA DEL, AV.   E/ LAMARCA, EMILIO Y SAN NICOLAS",VILLA DEVOTO,11.0,737.056,254.767
ALEJO CARPENTIER - PASEO DE LAS ARTES LATINOAMERICANAS,CANTERO CENTRAL,"CARRIL, SALVADOR MARIA DEL, AV.   E/ CONCORDIA Y LAMARCA, EMILIO",VILLA DEVOTO,11.0,756.128,262.36400000000003
DELMIRA AGUSTINI - PASEO DE LAS ARTES LATINOAMERICANAS,CANTERO CENTRAL,"CARRIL, SALVADOR MARIA DEL, AV.   E/ LLAVALLOL Y CONCORDIA",VILLA DEVOTO,11.0,501.292,181.22
FRANCISCO DI CARO,PLAZOLETA,"SAN MARTIN, AV. - GUTEMBERG - DEL CARRIL, SALVADOR M., AV.",VILLA DEVOTO,11.0,100.017,0.0
ELENA LARROQUE DE ROFFO,PLAZOLETA,"GUTIERREZ, RICARDO - SAN NICOLAS - BEIRO, FRANCISCO AV.",VILLA DEL PARQUE,11.0,1187.814,100.0
PLAZOLETA GUILLERMO DIVITO,PLAZOLETA,"ARGENTINA, AV.- SUAREZ, JOSE LEON - IBAÑEZ",VILLA LUGANO,8.0,352.686,148.736
MANUEL C. GOMEZ,PLAZOLETA,"ARGENTINA, AV. - SARAZA - LEGUIZAMON, MARTINIANO",VILLA LUGANO,8.0,93.944,3.0
PLAZOLETA EL RESERO,PLAZOLETA,"DE LA TORRE, LISANDRO, AV. - DE LOS CORRALES, AV. - MONUMENTO AL RESERO",MATADEROS,9.0,108.881,0.0
DR. NORBERTO PIÑERO,PLAZOLETA,"CASTRO, EMILIO, AV. - FRAGATA LA ARGENTINA - MONTIEL",MATADEROS,9.0,442.05800000000005,9990.0
LUIS J. DE TEJEDA,PLAZOLETA,"DE LASALA, CANDIDO, TTE. DE NAVIO - BENIELLI, CARLOS J. - COSQUIN - AGUIRRE, JULIAN",MATADEROS,9.0,991.022,50.0
BEATO LUIS GUANELLA,PLAZOLETA,"CASTRO, EMILIO, AV. - LEGUIZAMON, MARTINIANO - SCHIMIDL, ULRICO",MATADEROS,9.0,663.671,50.0
GIACOMO PUCCINI,PLAZOLETA,"FINLANDIA - ERCILLA - CAÑADA DE GOMEZ - CASTRO, EMILIO, AV.",MATADEROS,9.0,31.597,1.0
PADRE L. MASSA,CANTERO CENTRAL,"FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV.  E/ EREZCANO Y MATANZA",FLORES,7.0,582.618,50.0
MARIA T. DE WEISS,CANTERO CENTRAL,"FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV.  E/ CULPINA (PROLONGACION IMAGINARIA) Y CASTAÑON",VILLA SOLDATI,8.0,3943.548,9800.0
JUAN GALVEZ,CANTERO CENTRAL,"FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV.  E/ VARELA Y CULPINA (PROLONGACION IMAGINARIA)",VILLA SOLDATI,8.0,3355.706,100.0
E. SANTOS DISCEPOLO,PLAZOLETA,"LA PLATA, AV. - COBO, AV. - SENILLOSA - ZELARRAYAN",PARQUE CHACABUCO,7.0,569.274,0.0
PEDRO LAURENZ,PLAZOLETA,"CHICLANA, AV. - PIROVANO - POMAR, GREGORIO, TTE. CNEL.",NUEVA POMPEYA,4.0,36.929,2.0
DR. ENRIQUE T. SUSINI,PLAZOLETA,"PUEYRREDON, HONORIO, AV. - GALLARDO, ANGEL, AV. - DIAZ VELEZ, AV.",CABALLITO,6.0,225.76,9990.0
OMAR TORRIJOS,CANTERO CENTRAL,"PATRICIAS ARGENTINAS, AV. E/ DIAZ VELEZ Y ESTIVAO",CABALLITO,6.0,1040.442,0.0
ELIAS ALIPPI,PLAZOLETA,ESTADO DE ISRAEL - GUARDIA VIEJA - LAMBARE,ALMAGRO,5.0,47.15600000000001,9999.0
JULIAN CENTEYA,PLAZOLETA,"ZAVALETA, AV. - ARRIOLA - USPALLATA",PARQUE PATRICIOS,4.0,68.47,9999.0
EVARISTO CARRIEGO,PLAZOLETA,"CHARCAS - DIAZ, CNL., AV. - GUISE - REPUBLICA DOMINICANA",PALERMO,14.0,615.3240000000002,9960.0
ALEJANDRO PETION,PLAZOLETA,"FIGUEROA ALCORTA, PRES., AV. - AGUADO, ALEJANDRO M. DE - ORTIZ DE OCAMPO, AV.",PALERMO,14.0,542.784,9990.0
ORENCIO P. RODRIGUEZ,PLAZOLETA,"ECUADOR - MANSILLA, LUCIO NORBERTO, GRAL. - CHARCAS - ECUADOR",RECOLETA,2.0,243.715,224.907
PLAZOLETA GELLY Y OBES,PLAZOLETA,"GELLY Y OBES, GRAL., AV. - GALILEO - NEWTON - GUIDO",RECOLETA,2.0,117.605,0.0
C. GONZALEZ PECOTCHE,PLAZOLETA,"LAS HERAS, AV. - AGUERO - GALILEO",RECOLETA,2.0,102.17,0.0
PLAZA DE LA DEFENSA,PLAZA,DEFENSA 530/548,MONSERRAT,1.0,157.204,0.0
PEDRO M. OBLIGADO,PLAZOLETA,GUIDO - JUNCAL,RETIRO,1.0,58.218,4.0
DR. JOAQUIN ZABALA,PATIO RECREATIVO,SUIPACHA 120,SAN NICOLAS,1.0,858.722,9980.0
PLAZOLETA JUAN C. CASTAGNINO,PLAZOLETA,"GARAY, JUAN DE AV, N°501/521 - BOLIVAR - PROPIEDAD PARTICULAR",SAN TELMO,1.0,353.581,20.0
ING. OTTO KRAUSE,PLAZOLETA,"PASEO COLON, AV.  E/ ESTADOS UNIDOS Y CALVO, CARLOS",SAN TELMO,1.0,412.491,9990.0
PLAZOLETA CANCILLER M. A. ZAVALA ORTIZ,PLAZOLETA,"ALEM, LEANDRO N., AV. - RECONQUISTA - ROJAS",RETIRO,1.0,48.878,0.0
BRIG. GRAL. TOMAS DE IRIARTE,PLAZOLETA,"DEL LIBERTADOR, AV. - FIGUEROA ALCORTA, PRES., AV. - AYACUCHO - CALLE S/N (QUE LIMITA CON PLAZA DANTE)",RECOLETA,2.0,1907.1,9900.0
SAN NICOLAS,PLAZOLETA,"CORRIENTES, AV. - RECONQUISTA - PROPIEDAD PARTICULAR",SAN NICOLAS,1.0,1778.671,0.0
DEL TANGO,PLAZOLETA,"SARMIENTO - BOUCHARD - CORRIENTES, AV. - ROSALES, AV.",SAN NICOLAS,1.0,440.839,0.0
RAQUEL FORNER,PARQUE,"SANCHEZ DE THOMPSON, MARIQUITA - DE LOS ITALIANOS, AV - MANSO, JUANA",PUERTO MADERO,1.0,4695.008,737.7339999999998
PLAZA FENIA CHERTKOFF,PLAZA,"DE LOS ITALIANOS, AV - GRIERSON, CECILIA, BOULEVARD - MANSO, JUANA - SANCHEZ DE THOMPSON, MARIQUITA",PUERTO MADERO,1.0,831.688,375.061
"DON ENRIQUE ""EL NAVEGANTE""",PLAZOLETA,"DE LOS ITALIANOS, AV. - SANCHEZ DE THOMPSON, MARIQUITA - NOEL, CARLOS M., INT., AV. COSTANERA  - SANCHEZ DE THOMPSON, MARIQUITA",PUERTO MADERO,1.0,1788.693,0.0
RICARDO J. CALICHIO,PLAZOLETA,"CARDENAS, CNEL., AV. - COSQUIN - TANDIL",MATADEROS,9.0,202.245,0.0
PLAZOLETA NAVARRA,PLAZOLETA,"SAN MARTIN, AV. - CHORROARIN, AV. - CITTADINI, B.",AGRONOMIA,15.0,936.918,10.0
JAVIER SAN FRANCISCO,PLAZOLETA,"SAN MARTIN, AV. (ALTURA: DEL 4.100 AL 4.150)",AGRONOMIA,15.0,125.198,9990.0
MCAL. JOSE PILDSUDSKI,PLAZOLETA,"SAN MARTIN, AV. - PAREJA - LLAVALLOL",VILLA DEVOTO,11.0,123.927,10.0
MICHEL BOROWSKY - PASEO DEL BALLET ARGENTINO,CANTERO CENTRAL,"CHIVILCOY, AV.  E/ GABRIELA MISTRAL Y MOSCONI, GRAL., AV.",VILLA DEVOTO,11.0,507.48800000000006,0.0
PLAZOLETA YUGOSLAVIA,PLAZOLETA,"JUSTO, JUAN B., AV. - ALVAREZ JONTE, AV.",LINIERS,9.0,3845.7,9800.0
PLAZA GUATEMALA,PLAZA,"JUSTO, JUAN B. AV. - ALVAREZ JONTE, AV. - JUSTO, JUAN B. AV.",VERSALLES,10.0,580.36,10.0
LA CASA DEL ANGEL,CANTERO CENTRAL,"FALCON, RAMON L., CNEL.  E/ ARAUJO Y BASUALDO",VILLA LURO,10.0,293.303,0.0
LA GUERRA GAUCHA,CANTERO CENTRAL,"FALCON, RAMON L., CNEL.  E/ CORVALAN Y ARAUJO",VILLA LURO,10.0,314.627,10.0
PLAZA CALABRIA,PLAZA,"ESCALADA, AV. - CASTAÑARES, AV. - ESCALADA, AV. - SARAZA",VILLA SOLDATI,8.0,12915.008999999998,0.0
PLAZA ALBERDI,PLAZA,"ACHA, MARIANO - MACHAI - NUÑEZ - LARRALDE, CRISOLOGO, AV.",SAAVEDRA,12.0,12473.219,9000.0
CARLOS GARDEL,PLAZOLETA,"ALBERDI, JUAN BAUTISTA, AV.  E / CASTRO, EMILIO, AV. Y AUTOPISTA PERITO MORENO (AU 6)",VILLA LURO,10.0,263.149,0.0
CARLOS N. VERGARA,PLAZOLETA,"ALCORTA, AMANCIO, AV. - BRANDSEN - LUZURIAGA",BARRACAS,4.0,293.502,10.0
DE LA LEALTAD,CANTERO CENTRAL,"ALVAREZ, DONATO, TTE. GRAL., AV.  E/ TRELLES, MANUEL R. Y AÑASCO",PATERNAL,15.0,284.1140000000001,9980.0
ERNESTO PADILLA,PLAZOLETA,"ELCANO, AV. - MARTINEZ - AVILES, VIRREY",COLEGIALES,13.0,257.556,9980.0
FRANCISCO LOMUTO,PLAZOLETA,"BALBIN, RICARDO, DR., AV. - GARCIA DEL RIO, AV. - TRONADOR",SAAVEDRA,12.0,175.43,10.0
FRANCISCO FIORENTINO,PLAZOLETA,"BALBIN, RICARDO, DR., AV. - TAMBORINI - PEREZ, ROQUE",COGHLAN,12.0,224.009,9990.0
DR. RICARDO BALBIN,CANTERO CENTRAL,"BALBIN, RICARDO, DR., AV.  E/ SALTO Y PICO",SAAVEDRA,12.0,1201.841,9900.0
HOMERO EXPOSITO,CANTERO CENTRAL,"BALBIN, RICARDO, DR., AV. E/ CORREA Y TRIUNVIRATO, AV.",SAAVEDRA,12.0,1339.556,0.0
PASCUAL PEREZ,PLAZOLETA,"BESARES - VILELA - PEREZ, ROQUE - SUPERI",SAAVEDRA,12.0,1179.788,0.0
HERMINIA C. BRUMANA,PLAZOLETA,"BILBAO, FRANCISCO - MEMBRILLAR - CIPOLLETTI",FLORES,7.0,505.134,10.0
RICARDO GUTIERREZ,PLAZOLETA,"BOLIVIA - RIVAS - GUTIERREZ, RICARDO",VILLA DEL PARQUE,11.0,58.9,9999.0
CARLOS MALAGARRIGA,PLAZOLETA,"CABILDO, AV. - SAN ISIDRO LABRADOR, AV.- VILELA",SAAVEDRA,12.0,721.345,30.0
REPUBLICA DEMOCRATICA DEL CONGO,CANTERO CENTRAL,"DEL LIBERTADOR, AV. E/ SUIPACHA Y CALLAO, AV.",RECOLETA,2.0,3686.155,0.0
FERNANDO GHIO,PLAZOLETA,"CARDENAS, CNEL., AV. - GARZON, E. - ANDALGALA",MATADEROS,9.0,333.542,9970.0
LUNA PELAGIO,PLAZOLETA,"CASTRO, EMILIO, AV. - PIERES - PIZARRO",MATADEROS,9.0,275.805,10.0
"DR. ALFREDO, RIVAS",PLAZOLETA,"CHICLANA, AV.  - LUCA, ESTEBAN DE - PAVON",SAN CRISTOBAL,3.0,244.405,0.0
JOSE NEGLIA - PASEO DEL BALLET ARGENTINO,CANTERO CENTRAL,"CHIVILCOY, AV.  E/ CUBAS, JOSE Y VALLEJOS",VILLA DEVOTO,11.0,428.603,10.0
NORMA FONTENLA - PASEO DEL BALLET ARGENTINO,CANTERO CENTRAL,"CHIVILCOY, AV.  E/ HABANA Y CUBAS, JOSE",VILLA DEVOTO,11.0,416.403,20.0
DORA DEL GRANDE - PASEO DEL BALLET ARGENTINO,CANTERO CENTRAL,"CHIVILCOY, AV.  E/ LOPEZ, CARLOS A. Y GRIVEO",VILLA DEVOTO,11.0,546.8530000000002,9950.0
DR. ROBERTO KOCH,PLAZOLETA,"CHORROARIN, AV. - COMBATIENTES DE MALVINAS - DONADO",VILLA ORTUZAR,15.0,133.186,10.0
PLAZOLETA REPUBLICA SOC. DE VIETNAM,PLAZOLETA,"CONGRESO, AV. - HOLMBERG - QUESADA - GOYENECHE, AV.",VILLA URQUIZA,12.0,2636.282,879.6669999999998
PLAZA MARIO A. AMAYA,PLAZA,"CONSTITUCION E/BOEDO, AV. Y COLOMBRES",BOEDO,5.0,830.028,493.979
PLAZOLETA CELEDONIO E. FLORES,PLAZOLETA,"CORDOBA, AV. - LACROZE, FEDERICO AV.",CHACARITA,15.0,313.521,20.0
LEOPOLDO TORRE NILSON,PLAZOLETA,"CORDOBA, AV. - MADERO, EDUARDO AV. - BOUCHARD - VIAMONTE",SAN NICOLAS,1.0,276.051,9990.0
PLAZA NICOLAS GRANADA,PLAZA,"DELLEPIANE, LUIS J., TTE. GRAL., AV. - OLIDEN - ZELARRAYAN - MURGUIONDO",VILLA LUGANO,8.0,10154.029,0.0
PLAZOLETA DE LOS SUSPIROS,PLAZOLETA,"DON PEDRO DE MENDOZA, AV. - VALLE IBERLUCEA, ENRIQUE DEL , DR. - MAGALLANES",BOCA,4.0,44.882,0.0
ROBERTO FIRPO,PLAZOLETA,"DEL PINO, VIRREY - CRAMER - ELCANO, AV.",COLEGIALES,13.0,3657.456,100.0
OBISPO ENRIQUE ANGELELLI,PLAZA,"EREZCANO, AV. - FERRE - BERON DE ASTRADA - MATANZA",NUEVA POMPEYA,4.0,8127.9969999999985,0.0
ANA M. SHULTZ,CANTERO CENTRAL,"FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV.  E/ RIVERA INDARTE Y PEDERNERA",FLORES,7.0,2625.792,9900.0
FRANCISCO MURA,CANTERO CENTRAL,"FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV.  E/ PEDERNERA Y VARELA",FLORES,7.0,3706.519,9800.0
DR. JOSE L. ROMERO,PLAZOLETA,"FERNANDEZ MORENO, BALDOMERO - PUAN - PROPIEDAD PARTICULAR",PARQUE CHACABUCO,7.0,139.904,0.0
ROBERTO J. SANTORO,PLAZOLETA,"FOREST, AV. - FRAGA - TEODORO GARCIA",CHACARITA,15.0,156.265,9990.0
SUBCRIO. SEVERINO J. CIRIGLIANO,PLAZOLETA,"FOREST, AV. - OLLEROS - GUEVARA",CHACARITA,15.0,96.693,9998.0
PREF. NAVAL ARGENTINA,PLAZOLETA,FRAGATA 25 DE MAYO - CAÑONERA AMERICA - BERGANTIN GENERAL BALCARCE,VILLA LUGANO,8.0,898.013,330.071
PASEO DE VERSALLES: SECTOR J. AMALFITANI,CANTERO CENTRAL,"GAMBOA, MARCELO - PORCEL DE PERALTA, MANUEL - PARIS - ALVAREZ JONTE, AV.",VERSALLES,10.0,4747.261,400.0
PLAZOLETA CID CAMPEADOR,PLAZOLETA,"PUEYRREDON, HONORIO, AV. - GAONA, AV. - DIAZ VELEZ, AV. - MONUMENTO AL CID CAMPEADOR",CABALLITO,6.0,395.343,0.0
PLAZOLETA DE LAS MADRES,PLAZOLETA,"GARAY, JUAN DE, AV. - COMBATE DE LOS POZOS - ENTRE RIOS, AV.",SAN CRISTOBAL,3.0,119.183,10.0
ELISA BROWN,PLAZOLETA,"GARCIA, MARTIN, AV. - RUY DIAZ DE GUZMAN - PI Y MARGALL",BARRACAS,4.0,27.558000000000003,0.0
PLAZOLETA CARAS Y CARETAS,PLAZOLETA,GOLETA FORTUNA - CORBETA BELFAST - GOLETA JULIET,VILLA LUGANO,8.0,609.932,146.264
MANUEL DE SARRATEA,PLAZOLETA,"JUSTO, JUAN B., AV. - TERRADA - TRES ARROYOS",VILLA SANTA RITA,11.0,138.458,0.0
PLAZOLETA NIGERIA,PLAZOLETA,"JUSTO, JUAN B., AV. - TERRERO - BELAUSTEGUI, LUIS, DR.",VILLA GRAL. MITRE,11.0,162.80200000000005,9990.0
VIRGINIA BOLTEN,PARQUE,"LANTERI, JULIETA - SALOTTI, MARTHA -  PAINE, AIME - EZCURRA, ENCARNACI+N",PUERTO MADERO,1.0,8406.041,767.29
AERONAUTICA ARGENTINA,PLAZOLETA,"LARRAZABAL, AV. - FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV.",VILLA LUGANO,8.0,4306.8420000000015,9600.0
DR. MARIANO R. CASTEX,PLAZOLETA,"LAS HERAS, AV. - DIAZ, CNEL., AV. - PACHECO DE MELO, JOSE A.",PALERMO,14.0,221.179,0.0
DR. RODOLFO ERAUSQUIN,PLAZOLETA,LASCANO - GANA - FRAGUEIRO,VERSALLES,10.0,213.661,0.0
EDGARDO DONATO,PLAZOLETA,"LINCOLN, AV. - SEGUROLA, AV. - MISTRAL, GABRIELA",VILLA DEVOTO,11.0,201.58,10.0
LEON FONTOVA,PLAZOLETA,"MOZART - FALCON, RAMON L., CNEL. - MEDINA",VELEZ SARSFIELD,10.0,305.634,10.0
ANTONIO CAMBIASSO,PLAZOLETA,"NAZCA, AV. - MELINCUE - GUTIERREZ, RICARDO",VILLA DEL PARQUE,11.0,29.523000000000003,0.0
PLAZA DR. VICENTE S. LIMA,PLAZA,"PELLEGRINI, CARLOS -  YRURTIA, ROGELIO",SAAVEDRA,12.0,6001.0340000000015,9700.0
CONSTANCIO C. VIGIL,PLAZOLETA,"PUEYRREDON, HONORIO, AV. - WARNES, AV. - BATALLA DEL PARI",VILLA CRESPO,15.0,857.01,9990.0
RICARDO LLANES,CANTERO CENTRAL,"REMEDIOS, AV. E/ CORVALAN Y ARAUJO",MATADEROS,9.0,448.1,20.0
ROSA PAVLOSKY,CANTERO CENTRAL,"REMEDIOS, AV. E/ MIRALLA Y ALBARIÑOS",MATADEROS,9.0,457.31,0.0
JULIO CRUCIANI,CANTERO CENTRAL,"REMEDIOS, AV. E/ POLA Y MIRALLA",MATADEROS,9.0,438.226,0.0
JOSE E. AGÜERO,PLAZOLETA,REPUBLICA DE CROACIA - PROPIEDAD PARTICULAR - ARREGUI - ROMA,VERSALLES,10.0,8576.655999999999,900.0
ISMAEL CHUKRI,PLAZOLETA,"RIESTRA, AV. E/ CAFAYATE Y RUCCI, JOSE I.",VILLA LUGANO,8.0,258.122,10.0
VICENTE BELLINI,PLAZOLETA,"RIVADAVIA, AV.- WHITE - MEDINA - FALCON, RAMON L., CNEL.",VILLA LURO,10.0,418.673,0.0
PASEO DE LA VICTORIA,PLAZOLETA,"RIVADAVIA, AV. - LA PLATA, AV. - YRIGOYEN, HIPOLITO",ALMAGRO,5.0,396.451,20.0
RICARDO TANTURI,PLAZOLETA,"ROCA, JULIO A., PRES., AV. - PERU - ALSINA",MONSERRAT,1.0,20.815,0.0
ROSITA QUIROGA,PLAZOLETA,"SAENZ PEÑA ROQUE, PRES., AV. - ESMERALDA - PERON, JUAN D., TTE. GRAL.",SAN NICOLAS,1.0,84.344,9994.0
CIRIACO ORTIZ,PLAZOLETA,"SAENZ PEÑA, ROQUE, PRES., AV. - FLORIDA - MITRE, BARTOLOME",SAN NICOLAS,1.0,207.556,10.0
MARIO BROGGI,PLAZOLETA,"SAENZ, AV. - DEL TIGRE - GUARANI",NUEVA POMPEYA,4.0,141.542,0.0
DR. ANTONIO SAENZ,PLAZOLETA,"SAENZ, AV. - USPALLATA - RAULET",NUEVA POMPEYA,4.0,227.046,9990.0
CESAR IGLESIAS PAZ,PLAZOLETA,"SALGUERO, JERONIMO - SEGUI, JUAN F.",PALERMO,14.0,363.295,20.0
AFRICA,CANTERO CENTRAL,"SAN ISIDRO LABRADOR, AV. E/ ARIAS Y DEHEZA",SAAVEDRA,12.0,851.783,20.0
DIP. NAC. JORGE M. ALMADA,CANTERO CENTRAL,"SAN ISIDRO LABRADOR, AV. E/ RAMALLO Y CORREA",SAAVEDRA,12.0,1428.5079999999996,0.0
JOAQUIN CAMPANA,CANTERO CENTRAL,"SAN ISIDRO LABRADOR, AV. E/ CORREA Y RUIZ HUIDOBRO, AV.",SAAVEDRA,12.0,1202.984,9900.0
CARLOS SANCHEZ VIAMONTE,CANTERO CENTRAL,"SAN ISIDRO LABRADOR, AV. E/ BESARES Y VILELA",SAAVEDRA,12.0,1184.419,100.0
MIGUEL C. VICTORICA,PLAZOLETA,"SALVADORES, CNEL. - MELO, CARLOS F. - VESPUCIO",BOCA,4.0,340.55300000000005,0.0
MARIA PONCE DE BIANCO,PLAZOLETA,"SARANDI - ESTACION DE SERVICIOS -  COMBATE DE LOS POZOS - JENNER, EDUARDO, DR. -",SAN CRISTOBAL,3.0,196.221,0.0
GUILLERMO E. HUDSON,JARDIN,"SARMIENTO, AV. E/ SANTA FE, AV. - DEL LIBERTADOR, AV. (VEREDON DEL ZOOLOGICO)",PALERMO,14.0,10112.96,9000.0
PLAZOLETA SANTIAGO J. CHIERICO,PLAZOLETA,"SUAREZ, JOSE L. - HUMAITA - SANTI, MIGUEL, SOLDADO ARCHIVISTA",LINIERS,9.0,303.157,0.0
PLAZOLETA TOMAS DI TARANTO,PLAZOLETA,"SUAREZ, JOSE L. - HUMAITA - LUCHTER (S)",LINIERS,9.0,223.661,0.0
JUAN C. COBIAN,PLAZOLETA,"TEDIN, JUEZ - SAN MARTIN DE TOURS - ORTIZ DE OCAMPO, AV. - VIAS DEL FCGSM",PALERMO,14.0,2194.736,0.0
VILLA DE LAS CATALINAS,PLAZOLETA,"TRIUNVIRATO, AV. - BAUNESS - LE BRETON, T.A.",VILLA URQUIZA,12.0,348.019,10.0
VILLA ORTUZAR,PLAZOLETA,"TRIUNVIRATO, AV. - GUEVARA - TRONADOR",VILLA ORTUZAR,15.0,193.827,0.0
WILLIAM C. MORRIS,PLAZOLETA,URIARTE - DARREGUEYRA - GUATEMALA - SOLER,PALERMO,14.0,622.309,9970.0
JUAN MAFFIOLI,PLAZOLETA,USPALLATA - GUARANI - PUNA,NUEVA POMPEYA,4.0,62.354,9999.0
MCAL. TORIBIO DE LUZURIAGA,PLAZOLETA,"VELEZ SARSFIELD, AV. - LUZURIAGA - FINICHIETTO, ENRIQUE, DR.",BARRACAS,4.0,962.948,9980.0
PLAZOLETA EMBAJADA DE ISRAEL - PLZTA. EN MEMORIA DEL ATENTADO,PLAZOLETA,"ARROYO (910, 916, 920) - SUIPACHA - PROPIEDAD PARTICULAR",RETIRO,1.0,182.071,0.0
PASEO DR. LUCIANO F. MOLINA,PASEO,"TALCAHUANO - VIAMONTE - CORDOBA, AV.",SAN NICOLAS,1.0,1016.484,0.0
,PLAZOLETA,"ALBERTI, SUBIDA  AU 25 DE MAYO",SAN CRISTOBAL,3.0,91.15,6.0
PLAZA M. MUJICA LAINEZ,PLAZA,"LOPEZ, VICENTE - JUNIN",RECOLETA,2.0,2014.962,0.0
PLAZA DON SEGUNDO SOMBRA,PLAZA,"SANTANDER - CASTILLO, JUAN DEL - AROMA - RODRIGUEZ ALONSO",FLORES,7.0,1629.754,9900.0
PLAZOLETA LAS NEREIDAS,PLAZOLETA,"ACHAVAL RODRIGUEZ, TRISTAN, DR., AV. - PADRE MIGONE, M. L.",PUERTO MADERO,1.0,113.581,79.967
MIGUEL CALO,PLAZOLETA,"CABOTO - DON PEDRO DE MENDOZA, AV. - ARAOZ DE LAMADRID G., GRAL.",BOCA,4.0,1476.425,0.0
DR. C. A. PUEYRREDON,PLAZOLETA,"BELLO, ANDRES - ALSINA, VALENTIN, AV. - DE LOS OMBUES, AV.",PALERMO,14.0,40595.914,7000.0
